,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FIGNER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FIGNER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP
109,"[0.7326902151107788, 0.2914416193962097, 6.21307378878555e-07]","[0.6756850481033325, 0.24210451543331146, 0.007488105446100235]","[0.6680064797401428, 0.17032094299793243, -0.011917495168745518]","[0.7019843459129333, 0.11125856637954712, -0.03311311453580856]","[0.7412551045417786, 0.06753868609666824, -0.05358753725886345]","[0.6511296629905701, 0.1533067226409912, -0.07228867709636688]","[0.6994191408157349, 0.04535292834043503, -0.11237422376871109]","[0.7339641451835632, 0.012008532881736755, -0.12100261449813843]","[0.7489019632339478, 0.006946012377738953, -0.11622974276542664]","[0.7116733193397522, 0.16556580364704132, -0.09260468184947968]","[0.7692469358444214, 0.04926955699920654, -0.12851884961128235]","[0.8006747364997864, 0.015887215733528137, -0.1269339770078659]","[0.8083775043487549, 0.00904931128025055, -0.11836788803339005]","[0.7783632278442383, 0.1786377876996994, -0.10949532687664032]","[0.8276965618133545, 0.06519238650798798, -0.1286945641040802]","[0.8570823669433594, 0.023707270622253418, -0.11626908928155899]","[0.8667935132980347, 0.003982245922088623, -0.10449839383363724]","[0.8389507532119751, 0.192224383354187, -0.12452416121959686]","[0.879955530166626, 0.10917453467845917, -0.13605844974517822]","[0.9115434288978577, 0.06246468424797058, -0.1280658096075058]",
110,"[0.3832043707370758, 0.3000914454460144, 4.154639725584275e-07]","[0.43530499935150146, 0.23618164658546448, 0.02166890539228916]","[0.4403208792209625, 0.15952333807945251, 0.015979696065187454]","[0.41857659816741943, 0.10161751508712769, 0.0073249260894954205]","[0.39044100046157837, 0.058816373348236084, -0.009246797300875187]","[0.4706394672393799, 0.1416834145784378, -0.06875845044851303]","[0.4472797214984894, 0.05643712729215622, -0.10595864802598953]","[0.4229349195957184, 0.0037548094987869263, -0.1236417144536972]","[0.3990148603916168, -0.035129696130752563, -0.13656719028949738]","[0.4238702654838562, 0.15440994501113892, -0.10656288266181946]","[0.40102100372314453, 0.05869542062282562, -0.14265437424182892]","[0.3768983483314514, 0.0028800517320632935, -0.16760380566120148]","[0.3551269471645355, -0.04325798153877258, -0.18670408427715302]","[0.3614753782749176, 0.17959491908550262, -0.13746030628681183]","[0.3314906060695648, 0.09020313620567322, -0.17953652143478394]","[0.3076571822166443, 0.034928061068058014, -0.21256959438323975]","[0.29328209161758423, -0.01276591420173645, -0.23709525167942047]","[0.2903009057044983, 0.21169084310531616, -0.16123251616954803]","[0.22877760231494904, 0.1625165492296219, -0.21138426661491394]","[0.18963797390460968, 0.13091117143630981, -0.23597705364227295]","[0.1631108969449997, 0.10164276510477066, -0.25113677978515625]"
111,"[0.3832043707370758, 0.3000914454460144, 4.154639725584275e-07]","[0.43530499935150146, 0.23618164658546448, 0.02166890539228916]","[0.4403208792209625, 0.15952333807945251, 0.015979696065187454]","[0.41857659816741943, 0.10161751508712769, 0.0073249260894954205]","[0.39044100046157837, 0.058816373348236084, -0.009246797300875187]","[0.4706394672393799, 0.1416834145784378, -0.06875845044851303]","[0.4472797214984894, 0.05643712729215622, -0.10595864802598953]","[0.4229349195957184, 0.0037548094987869263, -0.1236417144536972]","[0.3990148603916168, -0.035129696130752563, -0.13656719028949738]","[0.4238702654838562, 0.15440994501113892, -0.10656288266181946]","[0.40102100372314453, 0.05869542062282562, -0.14265437424182892]","[0.3768983483314514, 0.0028800517320632935, -0.16760380566120148]","[0.3551269471645355, -0.04325798153877258, -0.18670408427715302]","[0.3614753782749176, 0.17959491908550262, -0.13746030628681183]","[0.3314906060695648, 0.09020313620567322, -0.17953652143478394]","[0.3076571822166443, 0.034928061068058014, -0.21256959438323975]","[0.29328209161758423, -0.01276591420173645, -0.23709525167942047]","[0.2903009057044983, 0.21169084310531616, -0.16123251616954803]","[0.22877760231494904, 0.1625165492296219, -0.21138426661491394]","[0.18963797390460968, 0.13091117143630981, -0.23597705364227295]","[0.1631108969449997, 0.10164276510477066, -0.25113677978515625]"
112,"[0.6334262490272522, -0.11033836007118225, 1.066263848770177e-06]","[0.5916261076927185, -0.06736615300178528, -0.0380413718521595]","[0.5756412744522095, 0.016324281692504883, -0.06591267138719559]","[0.5842301249504089, 0.10597677528858185, -0.08935350179672241]","[0.5896236300468445, 0.22101111710071564, -0.11567997187376022]","[0.5663150548934937, 0.2422325164079666, -0.07332918047904968]","[0.5463729500770569, 0.46257996559143066, -0.11304876208305359]","[0.5371374487876892, 0.6060657501220703, -0.13849875330924988]","[0.532782793045044, 0.7329769730567932, -0.15556393563747406]","[0.6065776348114014, 0.24444273114204407, -0.08278698474168777]","[0.6094760894775391, 0.5044347643852234, -0.1196446567773819]","[0.616610586643219, 0.6772991418838501, -0.149527445435524]","[0.6228380799293518, 0.8285650610923767, -0.1685646027326584]","[0.6451313495635986, 0.17604751884937286, -0.09329944849014282]","[0.6645524501800537, 0.36778387427330017, -0.14354832470417023]","[0.6855696439743042, 0.5156481862068176, -0.17870429158210754]","[0.7005074620246887, 0.6478956341743469, -0.19915075600147247]","[0.6809027791023254, 0.06376039981842041, -0.10342534631490707]","[0.6815209984779358, 0.13025888800621033, -0.15331295132637024]","[0.6697745323181152, 0.12692637741565704, -0.1688573658466339]",
113,"[0.6334262490272522, -0.11033836007118225, 1.066263848770177e-06]","[0.5916261076927185, -0.06736615300178528, -0.0380413718521595]","[0.5756412744522095, 0.016324281692504883, -0.06591267138719559]","[0.5842301249504089, 0.10597677528858185, -0.08935350179672241]","[0.5896236300468445, 0.22101111710071564, -0.11567997187376022]","[0.5663150548934937, 0.2422325164079666, -0.07332918047904968]","[0.5463729500770569, 0.46257996559143066, -0.11304876208305359]","[0.5371374487876892, 0.6060657501220703, -0.13849875330924988]","[0.532782793045044, 0.7329769730567932, -0.15556393563747406]","[0.6065776348114014, 0.24444273114204407, -0.08278698474168777]","[0.6094760894775391, 0.5044347643852234, -0.1196446567773819]","[0.616610586643219, 0.6772991418838501, -0.149527445435524]","[0.6228380799293518, 0.8285650610923767, -0.1685646027326584]","[0.6451313495635986, 0.17604751884937286, -0.09329944849014282]","[0.6645524501800537, 0.36778387427330017, -0.14354832470417023]","[0.6855696439743042, 0.5156481862068176, -0.17870429158210754]","[0.7005074620246887, 0.6478956341743469, -0.19915075600147247]","[0.6809027791023254, 0.06376039981842041, -0.10342534631490707]","[0.6815209984779358, 0.13025888800621033, -0.15331295132637024]","[0.6697745323181152, 0.12692637741565704, -0.1688573658466339]",
114,"[0.674540638923645, 0.5622318983078003, -1.1812915801101553e-07]","[0.717127799987793, 0.6196662187576294, -0.024065056815743446]","[0.7356420755386353, 0.7634502649307251, -0.03484300523996353]","[0.7189761996269226, 0.8859460353851318, -0.04647563025355339]","[0.7025315761566162, 0.9834021329879761, -0.05516362935304642]","[0.739310622215271, 0.887017011642456, -0.0028956469614058733]","[0.751719057559967, 0.9859087467193604, -0.03078516386449337]","[0.7417978644371033, 0.9803715944290161, -0.05439639464020729]","[0.7290719747543335, 0.9619881510734558, -0.06764937192201614]","[0.7070267200469971, 0.9172839522361755, -0.004372383933514357]","[0.7164313197135925, 1.022094964981079, -0.02685922384262085]","[0.7107824683189392, 1.0333915948867798, -0.04488468915224075]","[0.7026140689849854, 1.0364675521850586, -0.05462254583835602]","[0.6718023419380188, 0.9217139482498169, -0.011650705710053444]","[0.6760837435722351, 1.0326812267303467, -0.033799562603235245]","[0.6712725162506104, 1.0512338876724243, -0.03982865810394287]","[0.6635898351669312, 1.0588152408599854, -0.04043442755937576]","[0.6358462572097778, 0.9051951169967651, -0.021762728691101074]","[0.6340850591659546, 1.0099055767059326, -0.035694241523742676]","[0.6301723122596741, 1.0495291948318481, -0.03463294729590416]","[0.625540018081665, 1.0777678489685059, -0.031156210228800774]"
115,"[0.674540638923645, 0.5622318983078003, -1.1812915801101553e-07]","[0.717127799987793, 0.6196662187576294, -0.024065056815743446]","[0.7356420755386353, 0.7634502649307251, -0.03484300523996353]","[0.7189761996269226, 0.8859460353851318, -0.04647563025355339]","[0.7025315761566162, 0.9834021329879761, -0.05516362935304642]","[0.739310622215271, 0.887017011642456, -0.0028956469614058733]","[0.751719057559967, 0.9859087467193604, -0.03078516386449337]","[0.7417978644371033, 0.9803715944290161, -0.05439639464020729]","[0.7290719747543335, 0.9619881510734558, -0.06764937192201614]","[0.7070267200469971, 0.9172839522361755, -0.004372383933514357]","[0.7164313197135925, 1.022094964981079, -0.02685922384262085]","[0.7107824683189392, 1.0333915948867798, -0.04488468915224075]","[0.7026140689849854, 1.0364675521850586, -0.05462254583835602]","[0.6718023419380188, 0.9217139482498169, -0.011650705710053444]","[0.6760837435722351, 1.0326812267303467, -0.033799562603235245]","[0.6712725162506104, 1.0512338876724243, -0.03982865810394287]","[0.6635898351669312, 1.0588152408599854, -0.04043442755937576]","[0.6358462572097778, 0.9051951169967651, -0.021762728691101074]","[0.6340850591659546, 1.0099055767059326, -0.035694241523742676]","[0.6301723122596741, 1.0495291948318481, -0.03463294729590416]","[0.625540018081665, 1.0777678489685059, -0.031156210228800774]"
116,"[0.6182124614715576, 0.5933756828308105, -8.443956289738708e-07]","[0.6869790554046631, 0.7254917621612549, 0.00606476329267025]","[0.7177438735961914, 0.9027634263038635, 0.012458770535886288]","[0.6961726546287537, 1.0305652618408203, 0.008600215427577496]","[0.6550606489181519, 1.0950086116790771, 0.006243993993848562]","[0.6764351725578308, 1.0081077814102173, 0.042895615100860596]","[0.6766534447669983, 1.1249363422393799, 0.01598731242120266]","[0.6837428212165833, 1.0351459980010986, -0.007593859918415546]","[0.6868457794189453, 0.9294260144233704, -0.01720643788576126]","[0.6341303586959839, 1.0222910642623901, 0.02996865101158619]","[0.6367537975311279, 1.1311451196670532, 0.0016577094793319702]","[0.6485888361930847, 1.0236872434616089, -0.01728907786309719]","[0.6565985083580017, 0.9116994142532349, -0.01934426836669445]","[0.5898549556732178, 1.0197442770004272, 0.012113801203668118]","[0.5958927273750305, 1.1234279870986938, -0.010732127353549004]","[0.6093131303787231, 1.0183578729629517, -0.011958972550928593]","[0.6182460188865662, 0.9130144119262695, -0.0022667949087917805]","[0.5451531410217285, 0.9983491897583008, -0.00655702780932188]","[0.5452650189399719, 1.1160836219787598, -0.016711583361029625]","[0.5560013651847839, 1.0679967403411865, -0.009985650889575481]",
117,"[0.6182124614715576, 0.5933756828308105, -8.443956289738708e-07]","[0.6869790554046631, 0.7254917621612549, 0.00606476329267025]","[0.7177438735961914, 0.9027634263038635, 0.012458770535886288]","[0.6961726546287537, 1.0305652618408203, 0.008600215427577496]","[0.6550606489181519, 1.0950086116790771, 0.006243993993848562]","[0.6764351725578308, 1.0081077814102173, 0.042895615100860596]","[0.6766534447669983, 1.1249363422393799, 0.01598731242120266]","[0.6837428212165833, 1.0351459980010986, -0.007593859918415546]","[0.6868457794189453, 0.9294260144233704, -0.01720643788576126]","[0.6341303586959839, 1.0222910642623901, 0.02996865101158619]","[0.6367537975311279, 1.1311451196670532, 0.0016577094793319702]","[0.6485888361930847, 1.0236872434616089, -0.01728907786309719]","[0.6565985083580017, 0.9116994142532349, -0.01934426836669445]","[0.5898549556732178, 1.0197442770004272, 0.012113801203668118]","[0.5958927273750305, 1.1234279870986938, -0.010732127353549004]","[0.6093131303787231, 1.0183578729629517, -0.011958972550928593]","[0.6182460188865662, 0.9130144119262695, -0.0022667949087917805]","[0.5451531410217285, 0.9983491897583008, -0.00655702780932188]","[0.5452650189399719, 1.1160836219787598, -0.016711583361029625]","[0.5560013651847839, 1.0679967403411865, -0.009985650889575481]",
118,"[0.2991771996021271, 0.10322245955467224, 1.1159021369167021e-06]","[0.33777204155921936, 0.1844649314880371, -0.03245307877659798]","[0.3714030683040619, 0.2979663014411926, -0.06459023803472519]","[0.39348673820495605, 0.40322452783584595, -0.09315597265958786]","[0.414070725440979, 0.503117024898529, -0.12086403369903564]","[0.31172874569892883, 0.4337875247001648, -0.10584618896245956]","[0.31796932220458984, 0.6687324047088623, -0.1605767011642456]","[0.31937384605407715, 0.8241808414459229, -0.1902269870042801]","[0.3177460730075836, 0.9596322774887085, -0.20818555355072021]","[0.27947568893432617, 0.41691553592681885, -0.11717343330383301]","[0.25589340925216675, 0.6145805716514587, -0.1895514875650406]","[0.24919839203357697, 0.7792845964431763, -0.22570689022541046]","[0.24009117484092712, 0.9067831039428711, -0.243952214717865]","[0.25477635860443115, 0.34673112630844116, -0.12505364418029785]","[0.23287692666053772, 0.3288576006889343, -0.1917983591556549]","[0.24514904618263245, 0.20508474111557007, -0.19496740400791168]","[0.2557944655418396, 0.11790180206298828, -0.1831367462873459]","[0.24028927087783813, 0.2557997703552246, -0.1341264545917511]","[0.23764775693416595, 0.2330394685268402, -0.18892386555671692]","[0.252571702003479, 0.14175647497177124, -0.18866978585720062]","[0.2709175944328308, 0.06693342328071594, -0.17716087400913239]"
119,"[0.2991771996021271, 0.10322245955467224, 1.1159021369167021e-06]","[0.33777204155921936, 0.1844649314880371, -0.03245307877659798]","[0.3714030683040619, 0.2979663014411926, -0.06459023803472519]","[0.39348673820495605, 0.40322452783584595, -0.09315597265958786]","[0.414070725440979, 0.503117024898529, -0.12086403369903564]","[0.31172874569892883, 0.4337875247001648, -0.10584618896245956]","[0.31796932220458984, 0.6687324047088623, -0.1605767011642456]","[0.31937384605407715, 0.8241808414459229, -0.1902269870042801]","[0.3177460730075836, 0.9596322774887085, -0.20818555355072021]","[0.27947568893432617, 0.41691553592681885, -0.11717343330383301]","[0.25589340925216675, 0.6145805716514587, -0.1895514875650406]","[0.24919839203357697, 0.7792845964431763, -0.22570689022541046]","[0.24009117484092712, 0.9067831039428711, -0.243952214717865]","[0.25477635860443115, 0.34673112630844116, -0.12505364418029785]","[0.23287692666053772, 0.3288576006889343, -0.1917983591556549]","[0.24514904618263245, 0.20508474111557007, -0.19496740400791168]","[0.2557944655418396, 0.11790180206298828, -0.1831367462873459]","[0.24028927087783813, 0.2557997703552246, -0.1341264545917511]","[0.23764775693416595, 0.2330394685268402, -0.18892386555671692]","[0.252571702003479, 0.14175647497177124, -0.18866978585720062]","[0.2709175944328308, 0.06693342328071594, -0.17716087400913239]"
120,"[0.2741224467754364, 0.390283465385437, 9.600049679647782e-07]","[0.4116956889629364, 0.33916041254997253, -0.022368300706148148]","[0.49294599890708923, 0.24198870360851288, -0.06159553676843643]","[0.5201672911643982, 0.13407015800476074, -0.09242963045835495]","[0.5826830863952637, 0.058108583092689514, -0.12924528121948242]","[0.4406600296497345, 0.19897808134555817, -0.1439512073993683]","[0.45840609073638916, 0.044963330030441284, -0.1984587460756302]","[0.4706129729747772, -0.03353103995323181, -0.2142868936061859]","[0.4784337282180786, -0.08470286428928375, -0.21773479878902435]","[0.3439745604991913, 0.20136615633964539, -0.15432769060134888]","[0.3671046495437622, 0.036452025175094604, -0.1968078315258026]","[0.37865883111953735, -0.04953683912754059, -0.19908486306667328]","[0.3873744606971741, -0.10131792724132538, -0.19957906007766724]","[0.25235581398010254, 0.21357060968875885, -0.15936382114887238]","[0.2692423462867737, 0.060273170471191406, -0.1931888908147812]","[0.28139761090278625, -0.023965850472450256, -0.19356542825698853]","[0.2930484116077423, -0.07633282244205475, -0.19470128417015076]","[0.1648312211036682, 0.23273712396621704, -0.161869078874588]","[0.16499951481819153, 0.11610313504934311, -0.19587717950344086]","[0.17492051422595978, 0.04946945607662201, -0.20043373107910156]",
121,"[0.2741224467754364, 0.390283465385437, 9.600049679647782e-07]","[0.4116956889629364, 0.33916041254997253, -0.022368300706148148]","[0.49294599890708923, 0.24198870360851288, -0.06159553676843643]","[0.5201672911643982, 0.13407015800476074, -0.09242963045835495]","[0.5826830863952637, 0.058108583092689514, -0.12924528121948242]","[0.4406600296497345, 0.19897808134555817, -0.1439512073993683]","[0.45840609073638916, 0.044963330030441284, -0.1984587460756302]","[0.4706129729747772, -0.03353103995323181, -0.2142868936061859]","[0.4784337282180786, -0.08470286428928375, -0.21773479878902435]","[0.3439745604991913, 0.20136615633964539, -0.15432769060134888]","[0.3671046495437622, 0.036452025175094604, -0.1968078315258026]","[0.37865883111953735, -0.04953683912754059, -0.19908486306667328]","[0.3873744606971741, -0.10131792724132538, -0.19957906007766724]","[0.25235581398010254, 0.21357060968875885, -0.15936382114887238]","[0.2692423462867737, 0.060273170471191406, -0.1931888908147812]","[0.28139761090278625, -0.023965850472450256, -0.19356542825698853]","[0.2930484116077423, -0.07633282244205475, -0.19470128417015076]","[0.1648312211036682, 0.23273712396621704, -0.161869078874588]","[0.16499951481819153, 0.11610313504934311, -0.19587717950344086]","[0.17492051422595978, 0.04946945607662201, -0.20043373107910156]",
