,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FIGNER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP,RING_FINGER_MCP,RING_FINGER_PIP,RING_FINGER_DIP,RING_FIGNER_TIP,PINKY_MCP,PINKY_PIP,PINKY_DIP,PINKY_TIP
143,"[0.4110604524612427, 0.22434335947036743, 2.304718904611036e-08]","[0.36069124937057495, 0.09499794244766235, -0.05499395355582237]","[0.2905212640762329, 0.018703371286392212, -0.08850552141666412]","[0.24593551456928253, -0.024794280529022217, -0.11903324723243713]","[0.21213240921497345, -0.04367494583129883, -0.1443016082048416]","[0.21113787591457367, 0.22892659902572632, -0.061427321285009384]","[0.15495665371418, 0.20932245254516602, -0.11027270555496216]","[0.20112165808677673, 0.1525169014930725, -0.14216820895671844]","[0.25366342067718506, 0.12343522906303406, -0.15555274486541748]","[0.21145254373550415, 0.35515791177749634, -0.05774220451712608]","[0.1274455487728119, 0.388047993183136, -0.08288905024528503]","[0.08286845684051514, 0.39409589767456055, -0.0997527539730072]","[0.041382670402526855, 0.405916690826416, -0.1149894967675209]","[0.23499220609664917, 0.47936713695526123, -0.06302512437105179]","[0.15435051918029785, 0.5806280374526978, -0.09037946909666061]","[0.1091243252158165, 0.634829044342041, -0.11592372506856918]","[0.06680025905370712, 0.6797959804534912, -0.13418316841125488]","[0.2800411581993103, 0.5905979871749878, -0.07256508618593216]","[0.22832968831062317, 0.7447319030761719, -0.0886249914765358]","[0.2028558999300003, 0.8403845429420471, -0.09670054167509079]","[0.1753743588924408, 0.9215529561042786, -0.10507617890834808]"
144,"[0.8363139629364014, 0.5549020171165466, 3.255567264659476e-07]","[1.0316966772079468, 0.41379132866859436, 0.2295759916305542]","[1.005423665046692, 0.2569878399372101, 0.33347582817077637]","[0.9267055988311768, 0.14979097247123718, 0.4243628680706024]","[0.8631845712661743, 0.07422272861003876, 0.510948896408081]","[0.8687472343444824, 0.19422060251235962, 0.002759749535471201]","[0.7641990184783936, 0.02478387951850891, 0.06088843569159508]","[0.7325569987297058, -0.046154797077178955, 0.160934180021286]","[0.7234750986099243, -0.08896549046039581, 0.25044846534729004]","[0.6425567865371704, 0.22069326043128967, -0.0556299090385437]","[0.5757956504821777, 0.03997734189033508, 0.04418313503265381]","[0.6282250285148621, -0.009642094373703003, 0.21957828104496002]","[0.6798020005226135, -0.02208632230758667, 0.35951539874076843]","[0.45616671442985535, 0.26233071088790894, -0.08083680272102356]","[0.4146568179130554, 0.08495467156171799, 0.034263670444488525]","[0.5096848607063293, 0.03460855782032013, 0.22553034126758575]","[0.5893453359603882, 0.031152233481407166, 0.3614155948162079]","[0.3192980885505676, 0.30813053250312805, -0.08402817696332932]","[0.2764660716056824, 0.15389223396778107, 0.0003436313127167523]","[0.332230806350708, 0.08107499778270721, 0.12106317281723022]",
145,"[0.8363139629364014, 0.5549020171165466, 3.255567264659476e-07]","[1.0316966772079468, 0.41379132866859436, 0.2295759916305542]","[1.005423665046692, 0.2569878399372101, 0.33347582817077637]","[0.9267055988311768, 0.14979097247123718, 0.4243628680706024]","[0.8631845712661743, 0.07422272861003876, 0.510948896408081]","[0.8687472343444824, 0.19422060251235962, 0.002759749535471201]","[0.7641990184783936, 0.02478387951850891, 0.06088843569159508]","[0.7325569987297058, -0.046154797077178955, 0.160934180021286]","[0.7234750986099243, -0.08896549046039581, 0.25044846534729004]","[0.6425567865371704, 0.22069326043128967, -0.0556299090385437]","[0.5757956504821777, 0.03997734189033508, 0.04418313503265381]","[0.6282250285148621, -0.009642094373703003, 0.21957828104496002]","[0.6798020005226135, -0.02208632230758667, 0.35951539874076843]","[0.45616671442985535, 0.26233071088790894, -0.08083680272102356]","[0.4146568179130554, 0.08495467156171799, 0.034263670444488525]","[0.5096848607063293, 0.03460855782032013, 0.22553034126758575]","[0.5893453359603882, 0.031152233481407166, 0.3614155948162079]","[0.3192980885505676, 0.30813053250312805, -0.08402817696332932]","[0.2764660716056824, 0.15389223396778107, 0.0003436313127167523]","[0.332230806350708, 0.08107499778270721, 0.12106317281723022]",
146,"[0.3545612394809723, 0.6274022459983826, -1.9175522538716905e-06]","[0.1697259545326233, 0.4932715892791748, -0.006667215842753649]","[0.07550868391990662, 0.3192427158355713, -0.05603886768221855]","[0.017270773649215698, 0.17791128158569336, -0.10134689509868622]","[-0.049466103315353394, 0.07536591589450836, -0.13054530322551727]","[0.26629549264907837, 0.31221333146095276, -0.23560184240341187]","[0.4790547788143158, 0.11272498965263367, -0.3181703984737396]","[0.44118714332580566, 0.1616271585226059, -0.30710041522979736]","[0.3837076723575592, 0.22444994747638702, -0.2782929837703705]","[0.44588160514831543, 0.3656403422355652, -0.2647685408592224]","[0.6196096539497375, 0.17336136102676392, -0.2987605631351471]","[0.5449428558349609, 0.2198982536792755, -0.22576391696929932]","[0.48758915066719055, 0.2795034348964691, -0.1788853257894516]","[0.601935625076294, 0.425220787525177, -0.28442350029945374]","[0.7235211133956909, 0.2501307427883148, -0.29039591550827026]","[0.6488243937492371, 0.29228779673576355, -0.1797531694173813]","[0.6012980341911316, 0.34824931621551514, -0.11468320339918137]","[0.7417713403701782, 0.4833519160747528, -0.30155104398727417]","[0.8086092472076416, 0.3331271708011627, -0.2763568162918091]","[0.7371498346328735, 0.35462141036987305, -0.18088050186634064]","[0.6910451650619507, 0.3985264003276825, -0.11907481402158737]"
147,"[0.3545612394809723, 0.6274022459983826, -1.9175522538716905e-06]","[0.1697259545326233, 0.4932715892791748, -0.006667215842753649]","[0.07550868391990662, 0.3192427158355713, -0.05603886768221855]","[0.017270773649215698, 0.17791128158569336, -0.10134689509868622]","[-0.049466103315353394, 0.07536591589450836, -0.13054530322551727]","[0.26629549264907837, 0.31221333146095276, -0.23560184240341187]","[0.4790547788143158, 0.11272498965263367, -0.3181703984737396]","[0.44118714332580566, 0.1616271585226059, -0.30710041522979736]","[0.3837076723575592, 0.22444994747638702, -0.2782929837703705]","[0.44588160514831543, 0.3656403422355652, -0.2647685408592224]","[0.6196096539497375, 0.17336136102676392, -0.2987605631351471]","[0.5449428558349609, 0.2198982536792755, -0.22576391696929932]","[0.48758915066719055, 0.2795034348964691, -0.1788853257894516]","[0.601935625076294, 0.425220787525177, -0.28442350029945374]","[0.7235211133956909, 0.2501307427883148, -0.29039591550827026]","[0.6488243937492371, 0.29228779673576355, -0.1797531694173813]","[0.6012980341911316, 0.34824931621551514, -0.11468320339918137]","[0.7417713403701782, 0.4833519160747528, -0.30155104398727417]","[0.8086092472076416, 0.3331271708011627, -0.2763568162918091]","[0.7371498346328735, 0.35462141036987305, -0.18088050186634064]","[0.6910451650619507, 0.3985264003276825, -0.11907481402158737]"
148,"[0.7591517567634583, 0.48868536949157715, -1.618602937014657e-06]","[0.9461995363235474, 0.3490492105484009, 0.11653711646795273]","[0.9373435378074646, 0.18135754764080048, 0.14326612651348114]","[0.8283254504203796, 0.06533046066761017, 0.15771880745887756]","[0.7134920358657837, 0.0020591244101524353, 0.17243094742298126]","[0.8438003063201904, 0.12162753939628601, -0.0667664110660553]","[0.6712602972984314, -0.044889941811561584, -0.07326009124517441]","[0.7164424061775208, -0.005383826792240143, -0.04679004102945328]","[0.7717850804328918, 0.04906616359949112, -0.01828613132238388]","[0.644882082939148, 0.15947602689266205, -0.1252526491880417]","[0.4974106550216675, -0.004334785044193268, -0.09058931469917297]","[0.5608259439468384, 0.04015398025512695, -0.02862815372645855]","[0.621374785900116, 0.09826938807964325, 0.0015881125582382083]","[0.45364904403686523, 0.21098926663398743, -0.16196081042289734]","[0.3510478138923645, 0.055653560906648636, -0.1030360609292984]","[0.4292585849761963, 0.08791828155517578, -0.01273446436971426]","[0.49680888652801514, 0.14291022717952728, 0.024818740785121918]","[0.29793646931648254, 0.26584917306900024, -0.18642641603946686]","[0.2109401524066925, 0.11735079437494278, -0.1476389467716217]","[0.21663519740104675, 0.06842678785324097, -0.0890667587518692]",
149,"[0.7591517567634583, 0.48868536949157715, -1.618602937014657e-06]","[0.9461995363235474, 0.3490492105484009, 0.11653711646795273]","[0.9373435378074646, 0.18135754764080048, 0.14326612651348114]","[0.8283254504203796, 0.06533046066761017, 0.15771880745887756]","[0.7134920358657837, 0.0020591244101524353, 0.17243094742298126]","[0.8438003063201904, 0.12162753939628601, -0.0667664110660553]","[0.6712602972984314, -0.044889941811561584, -0.07326009124517441]","[0.7164424061775208, -0.005383826792240143, -0.04679004102945328]","[0.7717850804328918, 0.04906616359949112, -0.01828613132238388]","[0.644882082939148, 0.15947602689266205, -0.1252526491880417]","[0.4974106550216675, -0.004334785044193268, -0.09058931469917297]","[0.5608259439468384, 0.04015398025512695, -0.02862815372645855]","[0.621374785900116, 0.09826938807964325, 0.0015881125582382083]","[0.45364904403686523, 0.21098926663398743, -0.16196081042289734]","[0.3510478138923645, 0.055653560906648636, -0.1030360609292984]","[0.4292585849761963, 0.08791828155517578, -0.01273446436971426]","[0.49680888652801514, 0.14291022717952728, 0.024818740785121918]","[0.29793646931648254, 0.26584917306900024, -0.18642641603946686]","[0.2109401524066925, 0.11735079437494278, -0.1476389467716217]","[0.21663519740104675, 0.06842678785324097, -0.0890667587518692]",
150,"[0.39194929599761963, 0.6416045427322388, -1.8233121181765455e-06]","[0.20869895815849304, 0.5093149542808533, -0.00023680836602579802]","[0.10812482237815857, 0.3441839814186096, -0.05715339258313179]","[0.033656537532806396, 0.21148064732551575, -0.1083359494805336]","[-0.04537999629974365, 0.11325158178806305, -0.14230142533779144]","[0.3055913746356964, 0.3367909789085388, -0.24568969011306763]","[0.5091052055358887, 0.15212799608707428, -0.3139791190624237]","[0.47138532996177673, 0.1913527101278305, -0.2870364487171173]","[0.4096895754337311, 0.2474507987499237, -0.24866773188114166]","[0.4874095618724823, 0.3852667808532715, -0.27440470457077026]","[0.6612511873245239, 0.207940012216568, -0.2830113172531128]","[0.582679033279419, 0.24699240922927856, -0.1867499053478241]","[0.5261501669883728, 0.29995954036712646, -0.13127955794334412]","[0.648881196975708, 0.4393431544303894, -0.2911953330039978]","[0.7702325582504272, 0.27602508664131165, -0.26732316613197327]","[0.6909208297729492, 0.3120909035205841, -0.1382306069135666]","[0.6446462869644165, 0.364108681678772, -0.0710543617606163]","[0.79411381483078, 0.4927751421928406, -0.3058568239212036]","[0.8661808967590332, 0.3520883023738861, -0.25129786133766174]","[0.7889673709869385, 0.3716985285282135, -0.14145265519618988]","[0.7428982257843018, 0.41458988189697266, -0.07637657225131989]"
151,"[0.39194929599761963, 0.6416045427322388, -1.8233121181765455e-06]","[0.20869895815849304, 0.5093149542808533, -0.00023680836602579802]","[0.10812482237815857, 0.3441839814186096, -0.05715339258313179]","[0.033656537532806396, 0.21148064732551575, -0.1083359494805336]","[-0.04537999629974365, 0.11325158178806305, -0.14230142533779144]","[0.3055913746356964, 0.3367909789085388, -0.24568969011306763]","[0.5091052055358887, 0.15212799608707428, -0.3139791190624237]","[0.47138532996177673, 0.1913527101278305, -0.2870364487171173]","[0.4096895754337311, 0.2474507987499237, -0.24866773188114166]","[0.4874095618724823, 0.3852667808532715, -0.27440470457077026]","[0.6612511873245239, 0.207940012216568, -0.2830113172531128]","[0.582679033279419, 0.24699240922927856, -0.1867499053478241]","[0.5261501669883728, 0.29995954036712646, -0.13127955794334412]","[0.648881196975708, 0.4393431544303894, -0.2911953330039978]","[0.7702325582504272, 0.27602508664131165, -0.26732316613197327]","[0.6909208297729492, 0.3120909035205841, -0.1382306069135666]","[0.6446462869644165, 0.364108681678772, -0.0710543617606163]","[0.79411381483078, 0.4927751421928406, -0.3058568239212036]","[0.8661808967590332, 0.3520883023738861, -0.25129786133766174]","[0.7889673709869385, 0.3716985285282135, -0.14145265519618988]","[0.7428982257843018, 0.41458988189697266, -0.07637657225131989]"
152,"[0.5823479890823364, 0.503880500793457, 1.2201903700770345e-06]","[0.7711294889450073, 0.366763710975647, 0.022631268948316574]","[0.8054924011230469, 0.21565809845924377, -0.05259421095252037]","[0.745563805103302, 0.10793150216341019, -0.11150658130645752]","[0.6295490264892578, 0.02187494933605194, -0.1799478679895401]","[0.7974741458892822, 0.20932500064373016, -0.3596009910106659]","[0.6610894203186035, 0.02356448769569397, -0.42081212997436523]","[0.5932716727256775, -0.06499288976192474, -0.3932619094848633]","[0.545187771320343, -0.12006129324436188, -0.355272114276886]","[0.601102352142334, 0.2522106468677521, -0.39078909158706665]","[0.46226856112480164, 0.04514944553375244, -0.3849683403968811]","[0.4308823049068451, -0.024076327681541443, -0.25083598494529724]","[0.43588072061538696, -0.05678226053714752, -0.1582249104976654]","[0.40983879566192627, 0.2888179421424866, -0.3993203938007355]","[0.33034810423851013, 0.09738928824663162, -0.35039472579956055]","[0.37596505880355835, 0.0932813361287117, -0.177113875746727]","[0.41432830691337585, 0.12417592108249664, -0.06977716088294983]","[0.24948173761367798, 0.31632137298583984, -0.406863272190094]","[0.1964443325996399, 0.16796106100082397, -0.38776955008506775]","[0.2038441002368927, 0.10573627799749374, -0.30264219641685486]",
153,"[0.5823479890823364, 0.503880500793457, 1.2201903700770345e-06]","[0.7711294889450073, 0.366763710975647, 0.022631268948316574]","[0.8054924011230469, 0.21565809845924377, -0.05259421095252037]","[0.745563805103302, 0.10793150216341019, -0.11150658130645752]","[0.6295490264892578, 0.02187494933605194, -0.1799478679895401]","[0.7974741458892822, 0.20932500064373016, -0.3596009910106659]","[0.6610894203186035, 0.02356448769569397, -0.42081212997436523]","[0.5932716727256775, -0.06499288976192474, -0.3932619094848633]","[0.545187771320343, -0.12006129324436188, -0.355272114276886]","[0.601102352142334, 0.2522106468677521, -0.39078909158706665]","[0.46226856112480164, 0.04514944553375244, -0.3849683403968811]","[0.4308823049068451, -0.024076327681541443, -0.25083598494529724]","[0.43588072061538696, -0.05678226053714752, -0.1582249104976654]","[0.40983879566192627, 0.2888179421424866, -0.3993203938007355]","[0.33034810423851013, 0.09738928824663162, -0.35039472579956055]","[0.37596505880355835, 0.0932813361287117, -0.177113875746727]","[0.41432830691337585, 0.12417592108249664, -0.06977716088294983]","[0.24948173761367798, 0.31632137298583984, -0.406863272190094]","[0.1964443325996399, 0.16796106100082397, -0.38776955008506775]","[0.2038441002368927, 0.10573627799749374, -0.30264219641685486]",
154,"[0.48324036598205566, 0.6366583704948425, 2.2792360141465906e-06]","[0.3771262764930725, 0.5040444135665894, -0.05236336216330528]","[0.42299148440361023, 0.34735745191574097, -0.18733076751232147]","[0.5948389172554016, 0.23786500096321106, -0.309213787317276]","[0.7171021699905396, 0.17451933026313782, -0.42718860507011414]","[0.21996431052684784, 0.43506920337677, -0.4412330687046051]","[0.3442993760108948, 0.2712441384792328, -0.596220076084137]","[0.4424300193786621, 0.19046650826931, -0.6515341401100159]","[0.5041030645370483, 0.13580305874347687, -0.6786490082740784]","[0.3329274356365204, 0.5089641809463501, -0.4972141683101654]","[0.504910945892334, 0.31082749366760254, -0.6592221856117249]","[0.599433183670044, 0.22544758021831512, -0.6571643352508545]","[0.6399490833282471, 0.18061643838882446, -0.6554961800575256]","[0.49837803840637207, 0.5551990270614624, -0.5372403264045715]","[0.7023454904556274, 0.3311464488506317, -0.6399739384651184]","[0.7378464937210083, 0.2857721447944641, -0.5631588697433472]","[0.7117034196853638, 0.2894444465637207, -0.5058324337005615]","[0.6949257850646973, 0.5767002105712891, -0.5821394920349121]","[0.8298864364624023, 0.3833830952644348, -0.6287086606025696]","[0.8185467720031738, 0.33527427911758423, -0.5744608044624329]","[0.7736907005310059, 0.32930147647857666, -0.5365598201751709]"
155,"[0.48324036598205566, 0.6366583704948425, 2.2792360141465906e-06]","[0.3771262764930725, 0.5040444135665894, -0.05236336216330528]","[0.42299148440361023, 0.34735745191574097, -0.18733076751232147]","[0.5948389172554016, 0.23786500096321106, -0.309213787317276]","[0.7171021699905396, 0.17451933026313782, -0.42718860507011414]","[0.21996431052684784, 0.43506920337677, -0.4412330687046051]","[0.3442993760108948, 0.2712441384792328, -0.596220076084137]","[0.4424300193786621, 0.19046650826931, -0.6515341401100159]","[0.5041030645370483, 0.13580305874347687, -0.6786490082740784]","[0.3329274356365204, 0.5089641809463501, -0.4972141683101654]","[0.504910945892334, 0.31082749366760254, -0.6592221856117249]","[0.599433183670044, 0.22544758021831512, -0.6571643352508545]","[0.6399490833282471, 0.18061643838882446, -0.6554961800575256]","[0.49837803840637207, 0.5551990270614624, -0.5372403264045715]","[0.7023454904556274, 0.3311464488506317, -0.6399739384651184]","[0.7378464937210083, 0.2857721447944641, -0.5631588697433472]","[0.7117034196853638, 0.2894444465637207, -0.5058324337005615]","[0.6949257850646973, 0.5767002105712891, -0.5821394920349121]","[0.8298864364624023, 0.3833830952644348, -0.6287086606025696]","[0.8185467720031738, 0.33527427911758423, -0.5744608044624329]","[0.7736907005310059, 0.32930147647857666, -0.5365598201751709]"
156,"[0.6075499653816223, 0.5900484919548035, 5.363004333958088e-07]","[0.8446527719497681, 0.4794967472553253, 0.11386502534151077]","[0.95667564868927, 0.35170549154281616, 0.13104358315467834]","[0.979201078414917, 0.25637087225914, 0.17806756496429443]","[0.9933531284332275, 0.17631952464580536, 0.22854799032211304]","[0.8409414291381836, 0.2816947102546692, -0.3234069347381592]","[0.7544726133346558, 0.09648969769477844, -0.3510165214538574]","[0.717197060585022, -0.00021022558212280273, -0.26266974210739136]","[0.6913207173347473, -0.05213886499404907, -0.15772530436515808]","[0.6287833452224731, 0.3016115725040436, -0.30938562750816345]","[0.565234899520874, 0.10658101737499237, -0.2601020932197571]","[0.5804024934768677, 0.04153871536254883, -0.019497081637382507]","[0.6011132001876831, 0.025356203317642212, 0.17945748567581177]","[0.44368216395378113, 0.3183700144290924, -0.2630173861980438]","[0.42360547184944153, 0.13259516656398773, -0.19246172904968262]","[0.4820404648780823, 0.08272407948970795, 0.028354547917842865]","[0.5196449756622314, 0.07470735907554626, 0.20011645555496216]","[0.2974206209182739, 0.33071044087409973, -0.19889779388904572]","[0.2733183205127716, 0.20055393874645233, -0.15096089243888855]","[0.28437432646751404, 0.1301179677248001, -0.04295453056693077]",
157,"[0.6075499653816223, 0.5900484919548035, 5.363004333958088e-07]","[0.8446527719497681, 0.4794967472553253, 0.11386502534151077]","[0.95667564868927, 0.35170549154281616, 0.13104358315467834]","[0.979201078414917, 0.25637087225914, 0.17806756496429443]","[0.9933531284332275, 0.17631952464580536, 0.22854799032211304]","[0.8409414291381836, 0.2816947102546692, -0.3234069347381592]","[0.7544726133346558, 0.09648969769477844, -0.3510165214538574]","[0.717197060585022, -0.00021022558212280273, -0.26266974210739136]","[0.6913207173347473, -0.05213886499404907, -0.15772530436515808]","[0.6287833452224731, 0.3016115725040436, -0.30938562750816345]","[0.565234899520874, 0.10658101737499237, -0.2601020932197571]","[0.5804024934768677, 0.04153871536254883, -0.019497081637382507]","[0.6011132001876831, 0.025356203317642212, 0.17945748567581177]","[0.44368216395378113, 0.3183700144290924, -0.2630173861980438]","[0.42360547184944153, 0.13259516656398773, -0.19246172904968262]","[0.4820404648780823, 0.08272407948970795, 0.028354547917842865]","[0.5196449756622314, 0.07470735907554626, 0.20011645555496216]","[0.2974206209182739, 0.33071044087409973, -0.19889779388904572]","[0.2733183205127716, 0.20055393874645233, -0.15096089243888855]","[0.28437432646751404, 0.1301179677248001, -0.04295453056693077]",
158,"[0.5034583806991577, 0.6786335706710815, 1.089510533347493e-06]","[0.48268333077430725, 0.517859697341919, -0.04250320792198181]","[0.5708720088005066, 0.3529847264289856, -0.16491416096687317]","[0.7010264992713928, 0.2509992718696594, -0.2735946476459503]","[0.7895790934562683, 0.24574436247348785, -0.38423779606819153]","[0.32633161544799805, 0.4302246868610382, -0.4191586971282959]","[0.44966405630111694, 0.28563129901885986, -0.5765396356582642]","[0.5459286570549011, 0.23656055331230164, -0.6372780799865723]","[0.5959723591804504, 0.2043818235397339, -0.6738986372947693]","[0.39669811725616455, 0.5241464376449585, -0.4831230938434601]","[0.6591370105743408, 0.3378656208515167, -0.6699900031089783]","[0.7363491058349609, 0.31056246161460876, -0.68291175365448]","[0.7321208119392395, 0.3121657371520996, -0.681882917881012]","[0.5280382633209229, 0.592766284942627, -0.5330677032470703]","[0.7683189511299133, 0.3849409520626068, -0.662623405456543]","[0.8426511287689209, 0.3166314959526062, -0.634527325630188]","[0.8464018106460571, 0.2838052213191986, -0.6104298830032349]","[0.6917935013771057, 0.6347178220748901, -0.5835655927658081]","[0.847088098526001, 0.4681456387042999, -0.666002631187439]","[0.911541759967804, 0.36418387293815613, -0.6659965515136719]","[0.9396994709968567, 0.2846733331680298, -0.6708104014396667]"
159,"[0.5034583806991577, 0.6786335706710815, 1.089510533347493e-06]","[0.48268333077430725, 0.517859697341919, -0.04250320792198181]","[0.5708720088005066, 0.3529847264289856, -0.16491416096687317]","[0.7010264992713928, 0.2509992718696594, -0.2735946476459503]","[0.7895790934562683, 0.24574436247348785, -0.38423779606819153]","[0.32633161544799805, 0.4302246868610382, -0.4191586971282959]","[0.44966405630111694, 0.28563129901885986, -0.5765396356582642]","[0.5459286570549011, 0.23656055331230164, -0.6372780799865723]","[0.5959723591804504, 0.2043818235397339, -0.6738986372947693]","[0.39669811725616455, 0.5241464376449585, -0.4831230938434601]","[0.6591370105743408, 0.3378656208515167, -0.6699900031089783]","[0.7363491058349609, 0.31056246161460876, -0.68291175365448]","[0.7321208119392395, 0.3121657371520996, -0.681882917881012]","[0.5280382633209229, 0.592766284942627, -0.5330677032470703]","[0.7683189511299133, 0.3849409520626068, -0.662623405456543]","[0.8426511287689209, 0.3166314959526062, -0.634527325630188]","[0.8464018106460571, 0.2838052213191986, -0.6104298830032349]","[0.6917935013771057, 0.6347178220748901, -0.5835655927658081]","[0.847088098526001, 0.4681456387042999, -0.666002631187439]","[0.911541759967804, 0.36418387293815613, -0.6659965515136719]","[0.9396994709968567, 0.2846733331680298, -0.6708104014396667]"
160,"[0.09428365528583527, 0.7622183561325073, 1.5398375126096653e-06]","[0.2644829750061035, 0.6761451959609985, -0.11871978640556335]","[0.2944118082523346, 0.47389471530914307, -0.13613255321979523]","[0.26337292790412903, 0.3131738007068634, -0.13961315155029297]","[0.22767126560211182, 0.18388578295707703, -0.1393161416053772]","[0.20990845561027527, 0.36182594299316406, -0.04124376177787781]","[0.21566236019134521, 0.20490440726280212, -0.09375787526369095]","[0.21030598878860474, 0.10974101722240448, -0.13831837475299835]","[0.19364319741725922, 0.03265273571014404, -0.1713060587644577]","[0.09558231383562088, 0.3598365783691406, -0.02852090820670128]","[0.09914031624794006, 0.1863703429698944, -0.07401973754167557]","[0.09446282684803009, 0.06861281394958496, -0.1157204806804657]","[0.08474507927894592, -0.03541257977485657, -0.14309871196746826]","[-0.012842178344726562, 0.3924981355667114, -0.0356786847114563]","[0.0005203336477279663, 0.23217350244522095, -0.11274635046720505]","[0.02415277063846588, 0.12978939712047577, -0.16293811798095703]","[0.036766424775123596, 0.04280811548233032, -0.1920774281024933]","[-0.11307235062122345, 0.45419466495513916, -0.052746739238500595]","[-0.06197984516620636, 0.37059640884399414, -0.14282448589801788]","[0.010469794273376465, 0.34984830021858215, -0.17136529088020325]",
161,"[0.09428365528583527, 0.7622183561325073, 1.5398375126096653e-06]","[0.2644829750061035, 0.6761451959609985, -0.11871978640556335]","[0.2944118082523346, 0.47389471530914307, -0.13613255321979523]","[0.26337292790412903, 0.3131738007068634, -0.13961315155029297]","[0.22767126560211182, 0.18388578295707703, -0.1393161416053772]","[0.20990845561027527, 0.36182594299316406, -0.04124376177787781]","[0.21566236019134521, 0.20490440726280212, -0.09375787526369095]","[0.21030598878860474, 0.10974101722240448, -0.13831837475299835]","[0.19364319741725922, 0.03265273571014404, -0.1713060587644577]","[0.09558231383562088, 0.3598365783691406, -0.02852090820670128]","[0.09914031624794006, 0.1863703429698944, -0.07401973754167557]","[0.09446282684803009, 0.06861281394958496, -0.1157204806804657]","[0.08474507927894592, -0.03541257977485657, -0.14309871196746826]","[-0.012842178344726562, 0.3924981355667114, -0.0356786847114563]","[0.0005203336477279663, 0.23217350244522095, -0.11274635046720505]","[0.02415277063846588, 0.12978939712047577, -0.16293811798095703]","[0.036766424775123596, 0.04280811548233032, -0.1920774281024933]","[-0.11307235062122345, 0.45419466495513916, -0.052746739238500595]","[-0.06197984516620636, 0.37059640884399414, -0.14282448589801788]","[0.010469794273376465, 0.34984830021858215, -0.17136529088020325]",
162,"[0.3073526918888092, 0.5055158138275146, -7.631097105331719e-07]","[0.17368584871292114, 0.4394572079181671, -0.01206443551927805]","[0.1133776307106018, 0.29772165417671204, -0.009121226146817207]","[0.11436811089515686, 0.1969529688358307, -0.023229358717799187]","[0.13612288236618042, 0.1270703375339508, -0.03238791972398758]","[0.20558428764343262, 0.1604168713092804, 0.0633581131696701]","[0.1897023469209671, 0.047338441014289856, 0.008901819586753845]","[0.14535437524318695, 0.02009136974811554, -0.029249411076307297]","[0.1159248948097229, 0.015602737665176392, -0.04263688623905182]","[0.2955798804759979, 0.15410105884075165, 0.03622853383421898]","[0.26293590664863586, 0.037088871002197266, -0.05550696328282356]","[0.2084980010986328, 0.069691963493824, -0.10941974073648453]","[0.18317842483520508, 0.11316331475973129, -0.11347872763872147]","[0.3946445882320404, 0.157761812210083, 0.00018580880714580417]","[0.3655056357383728, 0.04990576207637787, -0.08978373557329178]","[0.2980770766735077, 0.1075318455696106, -0.10020001977682114]","[0.2664475440979004, 0.16952522099018097, -0.06890647858381271]","[0.4933418333530426, 0.17041774094104767, -0.03805806115269661]","[0.546051025390625, 0.046647414565086365, -0.08655530214309692]","[0.5545336008071899, -0.02826879918575287, -0.09134119004011154]","[0.5614808797836304, -0.0870119035243988, -0.07458066940307617]"
163,"[0.3073526918888092, 0.5055158138275146, -7.631097105331719e-07]","[0.17368584871292114, 0.4394572079181671, -0.01206443551927805]","[0.1133776307106018, 0.29772165417671204, -0.009121226146817207]","[0.11436811089515686, 0.1969529688358307, -0.023229358717799187]","[0.13612288236618042, 0.1270703375339508, -0.03238791972398758]","[0.20558428764343262, 0.1604168713092804, 0.0633581131696701]","[0.1897023469209671, 0.047338441014289856, 0.008901819586753845]","[0.14535437524318695, 0.02009136974811554, -0.029249411076307297]","[0.1159248948097229, 0.015602737665176392, -0.04263688623905182]","[0.2955798804759979, 0.15410105884075165, 0.03622853383421898]","[0.26293590664863586, 0.037088871002197266, -0.05550696328282356]","[0.2084980010986328, 0.069691963493824, -0.10941974073648453]","[0.18317842483520508, 0.11316331475973129, -0.11347872763872147]","[0.3946445882320404, 0.157761812210083, 0.00018580880714580417]","[0.3655056357383728, 0.04990576207637787, -0.08978373557329178]","[0.2980770766735077, 0.1075318455696106, -0.10020001977682114]","[0.2664475440979004, 0.16952522099018097, -0.06890647858381271]","[0.4933418333530426, 0.17041774094104767, -0.03805806115269661]","[0.546051025390625, 0.046647414565086365, -0.08655530214309692]","[0.5545336008071899, -0.02826879918575287, -0.09134119004011154]","[0.5614808797836304, -0.0870119035243988, -0.07458066940307617]"
